0 , 2.88125 , -0.0155955 , -0.734264 , -0.000511327 , -0.726984 , -0.00166181 , 20 , 1.5657e+15 , 89.9 , -4.84921e+37
0.01 , 2.88125 , -0.0155955 , -0.734264 , -0.000511327 , -0.726984 , -0.00178964 , 20 , 36.22 , 89.9 , 36.22
0 , 2.88124 , -0.0139337 , -0.737898 , -0.00153398 , -0.723339 , -0.00319579 , 20 , 0.17 , 89.8 , 236.96
0.01 , 2.88124 , -0.00984304 , -0.737898 , -0.00741424 , -0.723339 , -0.00575243 , 20 , 0.17 , 89.8 , 236.96
0 , 2.88122 , -0.00319579 , -0.741528 , -0.0135502 , -0.719691 , -0.0108657 , 20 , 0.08 , 89.7 , 262.42
0.01 , 2.88122 , -0.00127832 , -0.741528 , -0.0153398 , -0.719691 , -0.015212 , 20 , 0.08 , 89.7 , 277
0 , 2.8812 , 0.00677508 , -0.745155 , -0.0240324 , -0.716038 , -0.0217314 , 20 , 0 , 89.6 , 0
0.01 , 2.8812 , 0.016746 , -0.745155 , -0.0336197 , -0.716038 , -0.0313188 , 20 , 0 , 89.6 , 0
0 , 2.88116 , 0.0236489 , -0.748778 , -0.0396278 , -0.712382 , -0.0380939 , 20 , 6 , 89.5 , 309.39
0.01 , 2.88116 , 0.0291456 , -0.748778 , -0.0434628 , -0.712382 , -0.0437185 , 20 , 0.06 , 89.5 , 289
0 , 2.88112 , 0.0446133 , -0.752397 , -0.0614871 , -0.708723 , -0.0584191 , 20 , 0.06 , 89.4 , 289
0.01 , 2.88112 , 0.0579078 , -0.752397 , -0.0723528 , -0.708723 , -0.0701796 , 20 , 0.15 , 89.4 , 271.81
0 , 2.88108 , 0.0663447 , -0.756012 , -0.0823236 , -0.70506 , -0.0816845 , 20 , 0.2 , 89.3 , 275.61
0.01 , 2.88108 , 0.0738867 , -0.756012 , -0.0906327 , -0.70506 , -0.0882039 , 20 , 0.35 , 89.3 , 297.54
0 , 2.88102 , 0.0953625 , -0.759624 , -0.114026 , -0.701393 , -0.110702 , 20 , 0.39 , 89.2 , 305
0.01 , 2.88102 , 0.104311 , -0.759624 , -0.119906 , -0.701393 , -0.119011 , 20 , 0.39 , 89.2 , 324.86
0 , 2.88096 , 0.136524 , -0.763232 , -0.151481 , -0.697723 , -0.149307 , 20 , 0.5 , 89.1 , 320.72
0.01 , 2.88096 , 0.143427 , -0.763232 , -0.157872 , -0.697723 , -0.156722 , 20 , 0.54 , 89.1 , 305
0 , 2.88089 , 0.168227 , -0.766836 , -0.18574 , -0.694049 , -0.183311 , 20 , 0 , 89 , 0
0.01 , 2.88089 , 0.178581 , -0.766836 , -0.192259 , -0.694049 , -0.190981 , 20 , 0.44 , 89 , 314.86
0 , 2.88081 , 0.209133 , -0.770437 , -0.226646 , -0.690371 , -0.222939 , 20 , 0.46 , 88.9 , 301.19
