0 , 15 , 0.21 , 0 , 303.43 , 14.79 , 0.137296 , -0.349451 , 0.624043 , 0.000414589 , 0.00870638 , 0
0.02 , 15 , 0.23 , 0 , 301.49 , 14.77 , 0.13835 , -0.409237 , 0.685936 , 0.000829179 , 0.00829179 , 0
0.04 , 15 , 0.25 , 0 , 300.93 , 14.75 , 0.139462 , -0.465792 , 0.744717 , 0.000829179 , 0.00165836 , 0
0.06 , 15 , 0.22 , 0 , 295.65 , 14.78 , 0.140678 , -0.521848 , 0.803205 , 0.0157544 , -0.00704802 , 0.0103647
0.08 , 15 , 0.2 , 0 , 295.07 , 14.8 , 0.141965 , -0.576211 , 0.860141 , 0.0257045 , -0.0207295 , 0.0248754
0.1 , 15 , 0.29 , 0 , 183.99 , 14.71 , 0.143236 , -0.625941 , 0.912414 , 0.0456048 , -0.0389714 , 0.0439465
0.12 , 15 , 0.37 , 0 , 162.73 , 14.63 , 0.144569 , -0.674649 , 0.963786 , 0.0638468 , -0.0584571 , 0.0642614
0.14 , 15 , 0.37 , 0 , 140.24 , 14.63 , 0.14603 , -0.724766 , 1.01683 , 0.0912097 , -0.0866492 , 0.0920388
0.16 , 15 , 0.25 , 0 , 97.07 , 14.75 , 0.147684 , -0.777989 , 1.07336 , 0.106549 , -0.112354 , 0.118158
0.18 , 15 , 0.45 , 0 , 42.47 , 14.55 , 0.149093 , -0.820879 , 1.11906 , 0.121889 , -0.145935 , 0.148423
0.2 , 15 , 0.69 , 0 , 20 , 14.31 , 0.150477 , -0.861119 , 1.16207 , 0.137644 , -0.184492 , 0.189053
0.22 , 15 , 0.85 , 0 , 6.62 , 14.15 , 0.151962 , -0.902451 , 1.20638 , 0.143448 , -0.218489 , 0.219318
0.24 , 15 , 1.06 , 0 , 352.98 , 13.94 , 0.153427 , -0.941562 , 1.24842 , 0.152154 , -0.275287 , 0.279019
0.26 , 15 , 1.18 , 0 , 354.89 , 13.82 , 0.15503 , -0.982683 , 1.29274 , 0.154227 , -0.313015 , 0.316746
0.28 , 15 , 1.4 , 0 , 351.24 , 13.6 , 0.156548 , -1.0202 , 1.3333 , 0.156715 , -0.381008 , 0.383081
0.3 , 15 , 1.51 , 0 , 356.01 , 13.49 , 0.158232 , -1.06033 , 1.37679 , 0.157959 , -0.426612 , 0.427027
0.32 , 15 , 1.9 , 0 , 355.31 , 13.1 , 0.159573 , -1.09128 , 1.41043 , 0.159617 , -0.503312 , 0.508287
0.34 , 15 , 2.36 , 0 , 352.82 , 12.64 , 0.160786 , -1.11856 , 1.44013 , 0.160861 , -0.561769 , 0.560939
0.36 , 15 , 2.98 , 0 , 351.5 , 12.02 , 0.16172 , -1.13912 , 1.46256 , 0.160861 , -0.624786 , 0.627688
0.38 , 15 , 3.51 , 0 , 350.67 , 11.49 , 0.162695 , -1.16023 , 1.48562 , 0.162104 , -0.689462 , 0.700656
0.4 , 15 , 4.18 , 0 , 348.81 , 10.82 , 0.163394 , -1.17513 , 1.50191 , 0.162934 , -0.745846 , 0.781501
0.42 , 15 , 4.75 , 0 , 348.92 , 10.25 , 0.164138 , -1.19078 , 1.51906 , 0.163348 , -0.810937 , 0.858615
0.44 , 15 , 5.27 , 0 , 348.3 , 9.73 , 0.164874 , -1.20607 , 1.53582 , 0.163763 , -0.860273 , 0.929924
0.46 , 15 , 5.59 , 0 , 347.97 , 9.41 , 0.165841 , -1.2259 , 1.55758 , 0.165421 , -0.906707 , 0.988796
0.48 , 15 , 6.48 , 0 , 347.08 , 8.52 , 0.165898 , -1.22705 , 1.55884 , 0.16625 , -0.965993 , 1.07006
0.5 , 15 , 7.2 , 0 , 345.4 , 7.8 , 0.166059 , -1.23032 , 1.56244 , 0.16625 , -1.00165 , 1.11898
0.52 , 15 , 8.29 , 0 , 342.27 , 6.71 , 0.165535 , -1.21965 , 1.55072 , 0.16625 , -1.05264 , 1.1849
0.54 , 15 , 9.01 , 0 , 340.98 , 5.99 , 0.165389 , -1.21667 , 1.54745 , 0.166665 , -1.08332 , 1.23589
0.56 , 15 , 9.68 , 0 , 340.54 , 5.32 , 0.165208 , -1.21296 , 1.54338 , 0.166665 , -1.11773 , 1.2815
0.58 , 15 , 9.99 , 0 , 341.51 , 5.01 , 0.165472 , -1.21837 , 1.54931 , 0.16708 , -1.14758 , 1.33373
0.6 , 15 , 10.23 , 0 , 344.13 , 4.77 , 0.165809 , -1.22525 , 1.55687 , 0.16708 , -1.17287 , 1.37353
0.62 , 15 , 10.36 , 0 , 345.78 , 4.64 , 0.166294 , -1.23506 , 1.56764 , 0.167909 , -1.19319 , 1.41126
0.64 , 15 , 11.08 , 0 , 347.21 , 3.92 , 0.165863 , -1.22635 , 1.55807 , 0.16708 , -1.21309 , 1.44858
0.66 , 15 , 11.66 , 0 , 347.94 , 3.34 , 0.165526 , -1.21947 , 1.55052 , 0.166665 , -1.22304 , 1.4693
0.68 , 15 , 12.52 , 0 , 348.32 , 2.48 , 0.164675 , -1.20196 , 1.53131 , 0.16625 , -1.23506 , 1.50413
0.7 , 15 , 12.96 , 0 , 348.96 , 2.04 , 0.164318 , -1.19455 , 1.52319 , 0.165421 , -1.2417 , 1.52113
0.72 , 15 , 13.43 , 0 , 348.13 , 1.57 , 0.163859 , -1.18493 , 1.51265 , 0.163763 , -1.2417 , 1.54103
0.74 , 15 , 13.64 , 0 , 347.49 , 1.36 , 0.163718 , -1.18198 , 1.50941 , 0.163763 , -1.2417 , 1.55181
0.76 , 15 , 13.83 , 0 , 347.36 , 1.17 , 0.163586 , -1.1792 , 1.50637 , 0.163348 , -1.2417 , 1.56342
0.78 , 15 , 13.86 , 0 , 347.28 , 1.14 , 0.163671 , -1.18098 , 1.50832 , 0.162934 , -1.23838 , 1.56798
0.8 , 15 , 13.98 , 0 , 346.79 , 1.02 , 0.163629 , -1.1801 , 1.50736 , 0.162934 , -1.20107 , 1.57254
0.82 , 15 , 14.12 , 0 , 346.51 , 0.88 , 0.163546 , -1.17833 , 1.50543 , 0.162934 , -1.1965 , 1.57295
0.84 , 15 , 14.34 , 0 , 346.65 , 0.66 , 0.163327 , -1.17371 , 1.50036 , 0.16169 , -1.18697 , 1.57295
0.86 , 15 , 14.56 , 0 , 347.25 , 0.44 , 0.163077 , -1.1684 , 1.49455 , 0.162104 , -1.17702 , 1.57129
0.88 , 15 , 14.73 , 0 , 347.77 , 0.27 , 0.162869 , -1.16395 , 1.48969 , 0.16169 , -1.17495 , 1.54559
0.9 , 15 , 14.73 , 0 , 347.48 , 0.27 , 0.162886 , -1.16432 , 1.49009 , 0.161275 , -1.16665 , 1.52942
0.92 , 15 , 14.93 , 0 , 347.43 , 0.0699997 , 0.162618 , -1.15858 , 1.48382 , 0.162104 , -1.16417 , 1.50662
0.94 , 15 , 15.09 , 0 , 347.55 , -0.0900002 , 0.162377 , -1.1534 , 1.47815 , 0.162519 , -1.16375 , 1.49708
0.96 , 15 , 15 , 0 , 347.34 , 0 , 0.162475 , -1.15551 , 1.48046 , 0.162104 , -1.16209 , 1.48672
0.98 , 15 , 14.72 , 0 , 347.37 , 0.28 , 0.162872 , -1.16402 , 1.48977 , 0.162934 , -1.15297 , 1.47967
1 , 15 , 14.38 , 0 , 347.16 , 0.62 , 0.163415 , -1.17557 , 1.5024 , 0.162934 , -1.15297 , 1.47843
1.02 , 15 , 14.03 , 0 , 347.16 , 0.97 , 0.164042 , -1.18877 , 1.51685 , 0.162934 , -1.15297 , 1.47843
1.04 , 15 , 13.85 , 0 , 347 , 1.15 , 0.164483 , -1.19797 , 1.52694 , 0.162934 , -1.15297 , 1.47801
1.06 , 15 , 13.91 , 0 , 346.28 , 1.09 , 0.164594 , -1.20029 , 1.52948 , 0.163763 , -1.17743 , 1.49003
1.08 , 15 , 14.22 , 0 , 346.05 , 0.78 , 0.164314 , -1.19446 , 1.52309 , 0.163763 , -1.19277 , 1.50372
1.1 , 15 , 14.31 , 0 , 346.71 , 0.69 , 0.164302 , -1.19421 , 1.52281 , 0.164177 , -1.19526 , 1.51864
1.12 , 15 , 14.28 , 0 , 347.74 , 0.72 , 0.164453 , -1.19735 , 1.52625 , 0.164177 , -1.2048 , 1.52652
1.14 , 15 , 14.22 , 0 , 348.62 , 0.78 , 0.164655 , -1.20155 , 1.53086 , 0.164592 , -1.20646 , 1.53066
1.16 , 15 , 14.23 , 0 , 348.56 , 0.77 , 0.164763 , -1.20379 , 1.53332 , 0.164592 , -1.20646 , 1.53232
1.18 , 15 , 14.4 , 0 , 348.19 , 0.6 , 0.164627 , -1.20097 , 1.53023 , 0.164592 , -1.20646 , 1.53481
1.2 , 15 , 14.58 , 0 , 347.7 , 0.42 , 0.164443 , -1.19715 , 1.52603 , 0.165007 , -1.20646 , 1.53605
1.22 , 15 , 14.68 , 0 , 346.93 , 0.32 , 0.164346 , -1.19513 , 1.52382 , 0.165007 , -1.20646 , 1.53605
1.24 , 15 , 14.62 , 0 , 346.53 , 0.38 , 0.164473 , -1.19777 , 1.52672 , 0.164592 , -1.20646 , 1.53564
1.26 , 15 , 14.47 , 0 , 346.89 , 0.53 , 0.16475 , -1.20352 , 1.53302 , 0.165007 , -1.19153 , 1.52901
1.28 , 15 , 14.31 , 0 , 347.47 , 0.69 , 0.165074 , -1.21021 , 1.54036 , 0.165421 , -1.19112 , 1.52859
1.3 , 15 , 14.39 , 0 , 347.87 , 0.61 , 0.165066 , -1.21005 , 1.54018 , 0.165421 , -1.1907 , 1.52859
1.32 , 15 , 14.51 , 0 , 347.58 , 0.49 , 0.164981 , -1.20829 , 1.53825 , 0.165421 , -1.20853 , 1.53066
1.34 , 15 , 14.63 , 0 , 347.33 , 0.37 , 0.164873 , -1.20606 , 1.53581 , 0.16625 , -1.21641 , 1.53522
1.36 , 15 , 14.65 , 0 , 347.36 , 0.35 , 0.164894 , -1.2065 , 1.53629 , 0.165421 , -1.21641 , 1.53564
1.38 , 15 , 14.58 , 0 , 347.64 , 0.42 , 0.16505 , -1.2097 , 1.5398 , 0.165836 , -1.21641 , 1.53605
1.4 , 15 , 14.54 , 0 , 347.81 , 0.46 , 0.165175 , -1.21228 , 1.54263 , 0.165421 , -1.21143 , 1.53813
1.42 , 15 , 14.49 , 0 , 347.78 , 0.51 , 0.165323 , -1.21533 , 1.54598 , 0.165007 , -1.20853 , 1.54103
1.44 , 15 , 14.52 , 0 , 347.74 , 0.48 , 0.16536 , -1.21607 , 1.54679 , 0.165421 , -1.20853 , 1.54517
1.46 , 15 , 14.59 , 0 , 347.65 , 0.41 , 0.165329 , -1.21544 , 1.5461 , 0.164592 , -1.20853 , 1.54725
1.48 , 15 , 14.59 , 0 , 347.51 , 0.41 , 0.165391 , -1.21671 , 1.54749 , 0.165007 , -1.20853 , 1.54766
1.5 , 15 , 14.62 , 0 , 347.26 , 0.38 , 0.165408 , -1.21705 , 1.54787 , 0.164592 , -1.21889 , 1.54808
1.52 , 15 , 14.65 , 0 , 347.45 , 0.35 , 0.165419 , -1.21729 , 1.54813 , 0.164177 , -1.22014 , 1.54849
1.54 , 15 , 14.63 , 0 , 347.57 , 0.37 , 0.165502 , -1.21899 , 1.55 , 0.164592 , -1.22014 , 1.54891
1.56 , 15 , 14.62 , 0 , 347.54 , 0.38 , 0.165575 , -1.22047 , 1.55162 , 0.164177 , -1.22014 , 1.54932
1.58 , 15 , 14.62 , 0 , 347.49 , 0.38 , 0.165634 , -1.22168 , 1.55295 , 0.164177 , -1.22014 , 1.55139
1.6 , 15 , 14.61 , 0 , 347.43 , 0.39 , 0.165709 , -1.2232 , 1.55461 , 0.164177 , -1.22014 , 1.55264
1.62 , 15 , 14.61 , 0 , 347.4 , 0.39 , 0.16577 , -1.22445 , 1.55599 , 0.164177 , -1.22138 , 1.55347
1.64 , 15 , 14.59 , 0 , 347.41 , 0.41 , 0.165862 , -1.22632 , 1.55805 , 0.164592 , -1.22594 , 1.55512
1.66 , 15 , 14.56 , 0 , 347.55 , 0.44 , 0.165974 , -1.22859 , 1.56053 , 0.165836 , -1.22636 , 1.55844
1.68 , 15 , 14.61 , 0 , 347.7 , 0.39 , 0.165968 , -1.22848 , 1.56041 , 0.165836 , -1.2276 , 1.55886
1.7 , 15 , 14.59 , 0 , 347.68 , 0.41 , 0.16606 , -1.23034 , 1.56246 , 0.16625 , -1.23133 , 1.56093
1.72 , 15 , 14.58 , 0 , 347.1 , 0.42 , 0.166141 , -1.23198 , 1.56426 , 0.16625 , -1.23133 , 1.56093
