0 , 2.88125 , -0.0247994 , -0.734264 , -0.00115049 , -0.726984 , 0.000511327 , 20 , 23 , 89.9 , 23
0.01 , 2.88125 , -0.0246715 , -0.734264 , -0.00127832 , -0.726984 , 0.000639159 , 20 , 0 , 89.9 , 0
0 , 2.88124 , -0.0245437 , -0.737898 , -0.00255663 , -0.723339 , -0.000383495 , 20 , 29 , 89.8 , 354.18
0.01 , 2.88124 , -0.024288 , -0.737898 , -0.00319579 , -0.723339 , -0.0024288 , 20 , 0.29 , 89.8 , 356.2
0 , 2.88122 , -0.0178964 , -0.741528 , -0.0100987 , -0.719691 , -0.00728641 , 20 , 0.29 , 89.7 , 356.2
0.01 , 2.88122 , -0.00945955 , -0.741528 , -0.0150841 , -0.719691 , -0.015212 , 20 , 0 , 89.7 , 0
0 , 2.8812 , -0.0052411 , -0.745155 , -0.0222427 , -0.716038 , -0.0187913 , 20 , 8 , 89.6 , 21.9
0.01 , 2.8812 , -0.00255663 , -0.745155 , -0.0262055 , -0.716038 , -0.0214757 , 20 , 8 , 89.6 , 21.9
0 , 2.88116 , 0.00728641 , -0.748778 , -0.0336197 , -0.712382 , -0.0323414 , 20 , 0.27 , 89.5 , 39.09
0.01 , 2.88116 , 0.0118884 , -0.748778 , -0.0382217 , -0.712382 , -0.0369434 , 20 , 0.35 , 89.5 , 44.16
0 , 2.88112 , 0.0378382 , -0.752397 , -0.0625097 , -0.708723 , -0.0617427 , 20 , 0.4 , 89.4 , 37.6
0.01 , 2.88112 , 0.042568 , -0.752397 , -0.0682621 , -0.708723 , -0.0642994 , 20 , 0.17 , 89.4 , 1
0 , 2.88108 , 0.0598253 , -0.756012 , -0.0842411 , -0.70506 , -0.0823236 , 20 , 0.23 , 89.3 , 16.41
0.01 , 2.88108 , 0.066089 , -0.756012 , -0.0890987 , -0.70506 , -0.0893544 , 20 , 0.33 , 89.3 , 21.56
0 , 2.88102 , 0.0882039 , -0.759624 , -0.113131 , -0.701393 , -0.110447 , 20 , 0.26 , 89.2 , 4.5
0.01 , 2.88102 , 0.103416 , -0.759624 , -0.128215 , -0.701393 , -0.126426 , 20 , 0.25 , 89.2 , 354.35
0 , 2.88096 , 0.119523 , -0.763232 , -0.145345 , -0.697723 , -0.140359 , 20 , 0.29 , 89.1 , 340.03
0.01 , 2.88096 , 0.128471 , -0.763232 , -0.156466 , -0.697723 , -0.149819 , 20 , 0.45 , 89.1 , 295.26
0 , 2.88089 , 0.156594 , -0.766836 , -0.179731 , -0.694049 , -0.179348 , 20 , 0.46 , 89 , 301.17
0.01 , 2.88089 , 0.169888 , -0.766836 , -0.197117 , -0.694049 , -0.192642 , 20 , 0.45 , 89 , 312.89
0 , 2.88081 , 0.197756 , -0.770437 , -0.21872 , -0.690371 , -0.218209 , 20 , 0.46 , 88.9 , 304.64
0.01 , 2.88081 , 0.207727 , -0.770437 , -0.231631 , -0.690371 , -0.228947 , 20 , 0.6 , 88.9 , 297.36
0 , 2.88073 , 0.242497 , -0.774033 , -0.267168 , -0.68669 , -0.262055 , 20 , 0.55 , 88.8 , 299.59
0.01 , 2.88073 , 0.268958 , -0.774033 , -0.294524 , -0.68669 , -0.289028 , 20 , 0.57 , 88.8 , 317.76
0 , 2.88064 , 0.291201 , -0.777626 , -0.315233 , -0.683006 , -0.311909 , 20 , 0.57 , 88.7 , 315.39
0.01 , 2.88064 , 0.303089 , -0.777626 , -0.327505 , -0.683006 , -0.324948 , 20 , 0.46 , 88.7 , 349.8
0 , 2.88054 , 0.341566 , -0.781215 , -0.368795 , -0.679318 , -0.363681 , 20 , 0.5 , 88.6 , 2.52
0.01 , 2.88054 , 0.379532 , -0.781215 , -0.403053 , -0.679318 , -0.396534 , 20 , 0.61 , 88.6 , 14.39
0 , 2.88043 , 0.401903 , -0.784801 , -0.422612 , -0.675626 , -0.419032 , 20 , 0.63 , 88.5 , 23.68
0.01 , 2.88043 , 0.418649 , -0.784801 , -0.436418 , -0.675626 , -0.431816 , 20 , 1.03 , 88.5 , 65.11
