0 , 2.88125 , -0.0935728 , -0.734264 , 1.44859 , -0.726984 , -0.00294013 , 20 , 2.25159e+15 , 89.9 , 4.56459e-41
0.01 , 2.88125 , -0.0935728 , -0.734264 , 1.44731 , -0.726984 , -0.00294013 , 20 , 92.76 , 89.9 , 92.76
0 , 2.88124 , -0.093445 , -0.737898 , 1.44667 , -0.723339 , -0.00332363 , 20 , 0.79 , 89.8 , 291.55
0.01 , 2.88124 , -0.0889709 , -0.737898 , 1.44271 , -0.723339 , -0.00907605 , 20 , 0.79 , 89.8 , 291.55
0 , 2.88122 , -0.082835 , -0.741528 , 1.43683 , -0.719691 , -0.012911 , 20 , 0.79 , 89.7 , 292.57
0.01 , 2.88122 , -0.079767 , -0.741528 , 1.43389 , -0.719691 , -0.0153398 , 20 , 0.75 , 89.7 , 294
0 , 2.8812 , -0.0708188 , -0.745155 , 1.42328 , -0.716038 , -0.0251829 , 20 , 7 , 89.6 , 7
0.01 , 2.8812 , -0.0618706 , -0.745155 , 1.41829 , -0.716038 , -0.0329806 , 20 , 0 , 89.6 , 0
0 , 2.88116 , -0.0545842 , -0.748778 , 1.41037 , -0.712382 , -0.0406505 , 20 , 6 , 89.5 , 324.29
0.01 , 2.88116 , -0.0504935 , -0.748778 , 1.40525 , -0.712382 , -0.0455081 , 20 , 0.74 , 89.5 , 319.9
0 , 2.88112 , -0.0338754 , -0.752397 , 1.38902 , -0.708723 , -0.0598253 , 20 , 0.74 , 89.4 , 319.9
0.01 , 2.88112 , -0.025822 , -0.752397 , 1.38186 , -0.708723 , -0.0704353 , 20 , 0.83 , 89.4 , 319.95
0 , 2.88108 , -0.00830906 , -0.756012 , 1.36396 , -0.70506 , -0.0856473 , 20 , 0.85 , 89.3 , 326.12
0.01 , 2.88108 , -0.00178964 , -0.756012 , 1.36039 , -0.70506 , -0.0920388 , 20 , 1.09 , 89.3 , 326.9
0 , 2.88102 , 0.0189191 , -0.759624 , 1.33686 , -0.701393 , -0.113898 , 20 , 1.17 , 89.2 , 322.63
0.01 , 2.88102 , 0.0382217 , -0.759624 , 1.31871 , -0.701393 , -0.130133 , 20 , 1.25 , 89.2 , 323.7
0 , 2.88096 , 0.0517719 , -0.763232 , 1.30542 , -0.697723 , -0.145728 , 20 , 1.31 , 89.1 , 321.8
0.01 , 2.88096 , 0.0609757 , -0.763232 , 1.29724 , -0.697723 , -0.154932 , 20 , 1.18 , 89.1 , 324.66
0 , 2.88089 , 0.0875647 , -0.766836 , 1.26899 , -0.694049 , -0.180243 , 20 , 1.11 , 89 , 328.54
