0,0,1,
0,0,1,
0,0,1,
0.269187,0.518269,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.248545,1.22268,1,
0.184711,1.08642,1,
0.132498,0.950891,1,
0.132498,0.950891,1,
0.101766,0.824135,1,
0.101766,0.824135,1,
0.108504,0.788787,1,
0.108504,0.788787,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.0901523,0.944067,1,
0.55863,3.30485,1,
0.350022,0.506433,1,
0.480377,0.361362,1,
0.474419,0.254982,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.726505,0.268496,1,
0.682607,0.16989,1,
0.682607,0.16989,1,
0.658091,0.114123,1,
0.658091,0.114123,1,
0.658091,0.114123,1,
0.658091,0.114123,1,
0.658091,0.114123,1,
0.70456,0.120398,1,
0.70456,0.120398,1,
0.712368,0.119246,1,
0.712368,0.119246,1,
0.712368,0.119246,1,
0.712368,0.119246,1,
0.712368,0.119246,1,
0.713555,0.116664,1,
0.713555,0.116664,1,
0.713555,0.116664,1,
0.707616,0.114296,1,
0.731068,0.122574,1,
0.731068,0.122574,1,
0.731068,0.122574,1,
0.725134,0.103999,1,
0.72789,0.108938,1,
0.72789,0.108938,1,
0.72789,0.108938,1,
0.72789,0.108938,1,
0.72789,0.108938,1,
0.724203,0.108941,1,
0.724203,0.108941,1,
0.724203,0.108941,1,
0.719249,0.109903,1,
0.734513,0.123213,1,
0.726043,0.111078,1,
0.7295,0.116318,1,
0.7295,0.116318,1,
0.7295,0.116318,1,
0.7295,0.116318,1,
0.749486,0.135394,1,
0.749486,0.135394,1,
0.739471,0.129529,1,
0.739471,0.129529,1,
0.739471,0.129529,1,
0.739471,0.129529,1,
0.739471,0.129529,1,
0.736445,0.125213,1,
0.739146,0.128867,1,
0.739146,0.128867,1,
0.739146,0.128867,1,
0.739146,0.128867,1,
0.739146,0.128867,1,
0.727642,0.117602,1,
0.727642,0.117602,1,
0.727642,0.117602,1,
0.727642,0.117602,1,
0.727642,0.117602,1,
0.727642,0.117602,1,
0.729723,0.120148,1,
0.733518,0.124021,1,
0.733518,0.124021,1,
0.733518,0.124021,1,
0.733518,0.124021,1,
0.733518,0.124021,1,
0.733518,0.124021,1,
0.736073,0.126086,1,
0.736073,0.126086,1,
0.736094,0.126138,1,
0.736094,0.126138,1,
0.736094,0.126138,1,
0.736094,0.126138,1,
0.736094,0.126138,1,
0.736094,0.126138,1,
0.73446,0.12489,1,
0.73446,0.12489,1,
0.73416,0.124791,1,
0.73416,0.124791,1,
0.73416,0.124791,1,
0.73416,0.124791,1,
0.73416,0.124791,1,
0.73416,0.124791,1,
0.734184,0.124751,1,
0.734184,0.124751,1,
0.734184,0.124751,1,
0.732762,0.124664,1,
0.732762,0.124664,1,
0.732762,0.124664,1,
0.732762,0.124664,1,
0.732542,0.124543,1,
0.732542,0.124543,1,
0.732542,0.124543,1,
0.728828,0.121556,1,
0.728828,0.121556,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.728828,0.121957,1,
0.722133,0.116105,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.729766,0.122152,1,
0.725202,0.117471,1,
0.725202,0.117471,1,
0.725202,0.117471,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.721841,0.114194,1,
0.726107,0.11994,1,
0.717868,0.111747,1,
0.717868,0.111747,1,
0.717868,0.111747,1,
0.714395,0.109847,1,
0.714395,0.109847,1,
0.714255,0.110092,1,
