0.02, 5, -0.5, -0.5, -0.00204531, 0.243679, 48, -0.00102265, 0.0439422, 16, 0.000383495, 0.0439422, -16, 171.088, -7.37374
0.04, 5, -0.5, -0.5, 0.000127832, 0.123837, 16, -0.00230097, -0.215716, -32, -0.00127832, -0.215716, -48, 171.088, -7.37374
0.06, 5, -0.5, -0.5, 0.00779774, 0.483364, 32, -0.00933172, -0.255663, -16, -0.0104822, -0.195742, 0, 172.821, -6.07993
0.08, 5, -0.5, -0.5, 0.0182799, 0.62318, 48, -0.0198139, -0.61519, 0, -0.0212201, -0.595216, 16, 174.887, -4.46015
0.1, 5, -0.5, -0.5, 0.0308074, 0.882838, 48, -0.0350259, -0.874848, -32, -0.0360485, -1.25435, 0, 177.482, -2.35092
0.12, 5, -0.5, -0.5, 0.050877, 0.743022, 16, -0.0536893, -1.25435, 0, -0.0543285, -0.934769, -32, -179.351, 0.250412
0.14, 5, -0.5, -0.5, 0.0733754, 1.46208, 16, -0.0763155, -1.05461, -32, -0.0777217, -1.31427, 48, -175.5, 3.35895
0.16, 5, -0.5, -0.5, 0.0984304, 1.46208, 32, -0.103672, -1.33424, 0, -0.104566, -1.25435, 0, -170.802, 7.04945
0.18, 5, -0.5, -0.5, 0.130772, 1.30229, 48, -0.133328, -1.85356, -16, -0.135246, -1.69377, 0, -165.018, 11.3941
0.2, 5, -0.5, -0.5, 0.165926, 1.94144, 48, -0.16861, -1.89351, 0, -0.170783, -1.75369, -16, -157.761, 16.3955
0.22, 5, -0.5, -0.5, 0.202485, 2.10123, 32, -0.207087, -2.09324, 0, -0.209644, -1.87353, -32, -148.466, 21.9839
0.24, 5, -0.5, -0.5, 0.245565, 2.14118, 32, -0.248505, -2.09324, -16, -0.251701, -1.87353, -32, -136.364, 27.793
0.26, 5, -0.5, -0.5, 0.294269, 2.36089, 16, -0.294141, -1.77367, 16, -0.296953, -2.3529, -16, -120.542, 32.9291
0.28, 5, -0.5, -0.5, 0.343228, 2.9601, 16, -0.332874, -1.73372, 0, -0.335047, -1.37419, -32, -100.601, 35.8719
0.3, 5, -0.5, -0.5, 0.396662, 2.64052, 48, -0.367772, -1.83359, 0, -0.370456, -1.55395, 0, -77.9979, 34.8836
0.32, 5, -0.5, -0.5, 0.457382, 3.05997, 48, -0.398324, -1.57393, 0, -0.399858, -1.27432, -16, -56.0238, 29.3152
0.34, 5, -0.5, -0.5, 0.51938, 3.17981, 48, -0.425041, -1.17445, 0, -0.427725, -1.53398, -32, -37.1283, 20.575
0.36, 5, -0.5, -0.5, 0.585469, 3.47942, 32, -0.44805, -0.994691, 0, -0.450223, -1.17445, 0, -21.541, 10.8532
0.38, 5, -0.5, -0.5, 0.655777, 3.55931, 64, -0.46633, -0.755006, 0, -0.469782, -1.13451, 16, -8.95203, 1.70562
0.4, 5, -0.5, -0.5, 0.731837, 3.799, 64, -0.481798, -0.375506, 16, -0.480136, -0.555269, -32, 0.82096, -5.83984
0.42, 5, -0.5, -0.5, 0.812371, 4.05067, 48, -0.492791, -0.375506, 0, -0.492919, -0.175769, 0, 8.41384, -11.4009
0.44, 5, -0.5, -0.5, 0.89316, 4.51805, 48, -0.498032, -0.215716, 0, -0.498799, 0.163784, 0, 14.6285, -15.4659
0.46, 5, -0.5, -0.5, 0.980469, 4.23842, 64, -0.50174, 0.103863, 0, -0.501995, 0.123837, 0, 19.8123, -18.5607
0.48, 5, -0.5, -0.5, 1.07225, 4.79768, 48, -0.501612, 0.0439422, 32, -0.499822, 0.223706, -32, 23.7611, -20.7293
0.5, 5, -0.5, -0.5, 1.16736, 4.49808, 80, -0.499439, 0.143811, 32, -0.499566, 0.0838896, 32, 26.5532, -22.0059
0.52, 5, -0.5, -0.5, 1.26643, 5.37692, 80, -0.499055, -0.0759001, 0, -0.499694, 0.0439422, 0, 28.6596, -22.8001
0.54, 5, -0.5, -0.5, 1.36844, 5.63658, 80, -0.499694, 0.00399474, -16, -0.49995, 0.0439422, 0, 30.0653, -23.242
0.56, 5, -0.5, -0.5, 1.47454, 5.55669, 112, -0.500589, 0.0439422, 16, -0.500206, 0.0439422, -16, 30.6323, -22.959
0.58, 5, -0.5, -0.5, 1.58575, 5.73645, 112, -0.500717, 0.0439422, 32, -0.500333, 0.0439422, 0, 30.5319, -22.345
0.6, 5, -0.5, -0.5, 1.70182, 5.85629, 128, -0.500589, -0.0958738, 0, -0.500206, 0.0639159, 0, 29.9328, -21.9728
0.62, 5, -0.5, -0.5, 1.82071, 5.59663, 128, -0.500206, 0.0838896, 32, -0.500206, 0.0639159, 0, 28.9549, -21.7776
0.64, 5, -0.5, -0.5, 1.94279, 6.33566, 128, -0.49995, 0.223706, 48, -0.500206, 0.0639159, -16, 27.7797, -21.3888
0.66, 5, -0.5, -0.5, 2.06985, 6.57534, 176, -0.499566, 0.0639159, 48, -0.500206, 0.0639159, 32, 26.5404, -20.762
0.68, 5, -0.5, -0.5, 2.19998, 7.11463, 176, -0.499439, 0.0639159, 48, -0.500078, 0.0639159, 48, 25.3399, -19.896
0.7, 5, -0.5, -0.5, 2.33459, 6.81503, 208, -0.499439, 0.0639159, 48, -0.49995, 0.0639159, 48, 24.2539, -18.4144
0.72, 5, -0.5, -0.5, 2.47393, 6.81503, 208, -0.499439, 0.0639159, 64, -0.49995, 0.0639159, 32, 23.3017, -16.5764
0.74, 5, -0.5, -0.5, 2.61058, 6.71516, 208, -0.499439, 0.0639159, 32, -0.499822, 0.0639159, 128, 22.4278, -15.0557
0.76, 5, -0.5, -0.5, 2.73982, 6.33566, 240, -0.499694, 0.0439422, 48, -0.499822, 0.0639159, 64, 21.454, -13.7445
0.78, 5, -0.5, -0.5, 2.85832, 6.1559, 256, -0.49995, 0.0439422, 80, -0.499822, 0.0639159, 80, 20.3213, -12.4342
0.8, 5, -0.5, -0.5, 2.96979, 5.41687, 272, -0.500206, 0.0439422, 32, -0.499694, 0.0639159, 96, 19.1381, -11.3024
0.82, 5, -0.5, -0.5, 3.07397, 4.73776, 256, -0.500461, 0.0439422, 32, -0.499694, 0.0439422, 48, 17.9527, -10.1408
0.84, 5, -0.5, -0.5, 3.16652, 4.25839, 256, -0.500589, 0.0439422, 64, -0.499694, 0.0639159, 64, 16.9414, -8.98469
0.86, 5, -0.5, -0.5, 3.25204, 4.41818, 272, -0.500589, 0.0639159, 32, -0.499694, 0.0639159, 64, 16.1611, -8.00647
0.88, 5, -0.5, -0.5, 3.32708, 3.57929, 288, -0.500589, 0.0639159, 64, -0.499694, 0.0639159, 64, 15.4656, -6.94614
0.9, 5, -0.5, -0.5, 3.39866, 3.29966, 288, -0.500589, 0.0639159, 64, -0.499694, 0.0639159, 48, 14.8196, -5.65478
0.92, 5, -0.5, -0.5, 3.45798, 3.05997, 320, -0.500461, 0.0639159, 112, -0.499694, 0.0639159, 80, 14.0828, -4.32333
0.94, 5, -0.5, -0.5, 3.5247, 3.59926, 256, -0.500461, 0.0639159, 112, -0.499694, 0.0439422, 80, 13.3282, -3.39169
0.96, 5, -0.5, -0.5, 3.59054, 3.17981, 304, -0.500078, 0.0639159, 112, -0.499822, 0.0439422, 48, 12.8607, -3.32005
0.98, 5, -0.5, -0.5, 3.66008, 3.55931, 256, -0.499822, 0.0639159, 144, -0.499822, 0.0439422, 48, 12.4437, -3.84811
1, 5, -0.5, -0.5, 3.72041, 2.88021, 320, -0.499566, 0.223706, 176, -0.49995, 0.0439422, 64, 11.5552, -3.48832
