0.02, 3.73987, 6.83793, -0.0778033, -0.00153398, 0.0439422, 0, 0.000383495, -0.0958738, -16, 0.000127832, 0.103863, 16, 0.0415844, -0.140798
0.04, 3.97891, 6.69973, -0.17864, 0.00115049, 0.423443, 16, 0.000511327, 0.223706, 16, -0.0024288, -0.155795, 0, 0.0116918, -0.0970541
0.06, 4.21626, 6.54998, -0.266242, 0.00754207, 0.343548, 16, 0.00818123, 0.483364, 0, -0.00958738, -0.335558, -32, -0.0304186, -0.0313097
0.08, 4.45106, 6.38923, -0.34029, 0.0175129, 0.543285, 0, 0.0186634, 0.802943, 16, -0.0198139, -1.01466, 0, -0.0481071, 0.018095
0.1, 4.68246, 6.21805, -0.400512, 0.0320858, 0.922785, 16, 0.0328528, 0.802943, -16, -0.0334919, -0.61519, -16, -0.0203803, 0.0507734
0.12, 4.90964, 6.03705, -0.446684, 0.0515162, 1.42213, 16, 0.051644, 1.04263, 32, -0.0553511, -1.39416, 0, 0.00581604, 0.0717945
0.14, 5.13176, 5.84688, -0.478635, 0.0728641, 1.12252, -16, 0.0736311, 1.00268, 0, -0.0772104, -1.57393, 16, 0.00302943, 0.0582196
0.16, 5.34802, 5.64822, -0.496243, 0.0997088, 1.62186, 16, 0.0999644, 1.4421, 16, -0.103416, -1.2943, 0, -0.0113309, 0.0384672
0.18, 5.55766, 5.44179, -0.499441, 0.130516, 1.78165, 0, 0.132178, 1.60189, 0, -0.133456, -1.61388, -32, -0.0398017, 0.0553574
0.2, 5.75989, 5.22832, -0.488209, 0.165031, 1.32226, -16, 0.166565, 2.04131, 0, -0.169633, -1.71374, 48, -0.0442136, 0.0280723
0.22, 5.954, 5.00859, -0.462583, 0.204786, 2.18113, -32, 0.204914, 2.2011, -16, -0.207599, -1.81361, -32, -0.0320839, -0.0225832
0.24, 6.13927, 4.78338, -0.422651, 0.245565, 2.06129, 16, 0.245948, 2.62055, 0, -0.250039, -2.03332, 16, -0.010346, -0.0320827
0.26, 6.31504, 4.55351, -0.368549, 0.293502, 2.22108, 0, 0.294396, 2.78034, 16, -0.286343, -1.73372, 16, 0.0421461, -0.0306927
0.28, 6.48066, 4.3198, -0.300468, 0.344251, 2.68047, -16, 0.343612, 2.70045, 16, -0.320985, -1.55395, 32, 0.0568999, -0.0591875
0.3, 6.63554, 4.0831, -0.218649, 0.397557, 2.88021, 0, 0.399346, 2.88021, 0, -0.349108, -1.15448, 0, 0.0513818, -0.09848
0.32, 6.77911, 3.84427, -0.123381, 0.456487, 3.11989, -16, 0.458277, 3.05997, 0, -0.371351, -1.11453, 32, 0.055054, -0.105144
0.34, 6.91085, 3.60415, -0.0150043, 0.520659, 3.35958, 16, 0.521553, 3.4195, 16, -0.394233, -0.655138, -16, 0.0509528, -0.0735483
0.36, 7.03027, 3.36363, 0.106096, 0.586875, 3.53934, 16, 0.586748, 3.25971, 16, -0.409573, -1.01466, 16, 0.0248454, -0.0443484
0.38, 7.13694, 3.12357, 0.239486, 0.657183, 3.67916, 16, 0.659228, 3.69913, -16, -0.4221, -0.195742, -16, -0.0231386, -0.0412628
0.4, 7.23047, 2.88484, 0.384688, 0.733882, 3.65918, -16, 0.735032, 3.799, 32, -0.430921, -0.455401, 0, -0.0390921, -0.0431315
0.42, 7.31051, 2.6483, 0.541182, 0.812754, 4.07863, 16, 0.81301, 3.91884, 32, -0.4345, 0.0838896, 16, -0.0294743, -0.0123306
0.44, 7.37678, 2.41482, 0.708406, 0.894311, 3.95879, 32, 0.895845, 4.05866, 32, -0.435523, 0.00399474, 0, -0.0179378, 0.0190983
0.46, 7.42901, 2.18523, 0.885758, 0.981109, 4.45813, 32, 0.982515, 4.73776, 16, -0.432327, 0.643153, 64, -0.0355539, 0.0122546
0.48, 7.46702, 1.96037, 1.0726, 1.07174, 4.83763, 32, 1.07072, 4.1785, 48, -0.42274, 0.483364, 0, -0.0760578, -0.00375717
0.5, 7.49067, 1.74106, 1.26826, 1.16595, 4.57797, 64, 1.15701, 3.99874, 32, -0.412896, 0.782969, 16, -0.0908646, -0.00980628
0.52, 7.49987, 1.5281, 1.47203, 1.26502, 5.41687, 80, 1.23652, 4.25839, 48, -0.397812, 0.922785, 0, -0.0517124, -0.00620784
0.54, 7.49457, 1.32225, 1.68318, 1.36703, 5.317, 80, 1.31577, 3.85892, 16, -0.378382, 0.942759, 16, 0.0226716, -0.00935981
0.56, 7.47479, 1.12427, 1.90094, 1.47607, 4.9375, 80, 1.38761, 3.91884, 64, -0.352176, 1.42213, 0, 0.0852208, -0.0274985
0.58, 7.44059, 0.934876, 2.12454, 1.58793, 5.61661, 80, 1.45805, 3.25971, 48, -0.324437, 1.72173, 0, 0.133675, -0.0541835
0.6, 7.39209, 0.754763, 2.35314, 1.70208, 5.97613, 80, 1.52273, 3.53934, 64, -0.294908, 1.80163, 16, 0.146715, -0.0649821
0.62, 7.32947, 0.584585, 2.58594, 1.81956, 5.97613, 96, 1.58141, 2.86023, 80, -0.258604, 1.96142, -16, 0.158293, -0.0692181
0.64, 7.25294, 0.424964, 2.82209, 1.94522, 6.03605, 112, 1.642, 2.82029, 64, -0.217697, 2.2011, 16, 0.160117, -0.0778504
0.66, 7.16278, 0.276484, 3.06073, 2.07139, 6.21582, 96, 1.69173, 2.62055, 96, -0.175002, 1.74171, 16, 0.0584439, -0.164289
0.68, 7.05931, 0.139689, 3.301, 2.20203, 6.61529, 144, 1.74273, 2.40084, 96, -0.128471, 2.6605, 16, -0.13264, -0.321353
0.7, 6.9429, 0.0150801, 3.54202, 2.33216, 6.4555, 160, 1.78543, 1.96142, 144, -0.0768269, 2.60058, 16, -0.249871, -0.478079
0.72, 6.81397, -0.0968854, 3.78292, 2.46996, 6.99479, 208, 1.82723, 1.84158, 160, -0.0208366, 2.6605, 48, 0.062558, -0.755126
0.74, 6.67297, -0.195795, 4.02282, 2.60534, 6.076, 208, 1.86494, 1.88152, 144, 0.0378382, 3.35958, 64, 1.17526, -1.26247
0.76, 6.52043, -0.281285, 4.26086, 2.71681, 4.79768, 272, 1.896, 2.00137, 192, 0.106867, 2.82029, 128, 2.89022, -1.82548
0.78, 6.35688, -0.353039, 4.49616, 2.79824, 3.37955, 240, 1.92476, 0.762996, 224, 0.175641, 3.7191, 144, 4.65152, -2.29511
0.8, 6.18292, -0.41079, 4.72787, 2.85602, 2.32094, 256, 1.95199, 1.94144, 224, 0.245437, 3.47942, 144, 6.1389, -2.99745
0.82, 5.99918, -0.454322, 4.95514, 2.88861, 1.28231, 352, 1.96413, 0.523311, 256, 0.319579, 3.95879, 240, 7.73698, -4.22873
0.84, 5.80632, -0.483472, 5.17715, 2.91418, 0.283627, 336, 1.98561, 1.20242, 240, 0.402414, 4.11858, 176, 9.88584, -5.52526
0.86, 5.60504, -0.498128, 5.39309, 2.91431, -0.0359527, 336, 1.99456, 0.163784, 272, 0.477707, 4.03868, 288, 12.1182, -6.64425
0.88, 5.39607, -0.49823, 5.60216, 2.91431, 0.0639159, 336, 1.99814, 0.643153, 304, 0.569235, 4.29834, 256, 13.6125, -7.74147
0.9, 5.18017, -0.483773, 5.8036, 2.91431, 0.0639159, 320, 2.02012, 0.503337, 272, 0.638136, 3.57929, 288, 14.5101, -8.49348
0.92, 4.95812, -0.454803, 5.99668, 2.91431, 0.0639159, 336, 2.02064, -0.0359527, 240, 0.699623, 2.76037, 288, 15.4946, -8.67655
0.94, 4.73073, -0.41142, 6.18069, 2.91431, 0.0639159, 352, 2.02051, 0.0639159, 208, 0.74871, 2.44079, 288, 16.59, -8.76039
