0.02, 1.00001, 4.03108, -2.0311, 0, 0.0639159, 16, 0.000511327, 0.103863, 32, 0, 0.0439422, 16, -0.430427, -0.1426
0.04, 1.00006, 4.03106, -2.03112, 0.000639159, 0.283627, 0, 0.00383495, 0.3036, 16, -0.000511327, -0.135821, 0, -0.367179, -0.152326
0.06, 1.00013, 4.03103, -2.03115, 0.00984304, 0.0639159, 32, 0.00945955, 0.723048, 16, -0.00997088, -0.255663, 16, -0.283633, -0.130629
0.08, 1.00022, 4.03098, -2.0312, 0.0205809, 0.902812, -16, 0.0196861, 0.683101, 32, -0.0191748, -0.275637, 0, -0.35504, -0.108317
0.1, 1.00035, 4.03091, -2.03126, 0.0329806, 1.0626, 0, 0.0342589, 0.743022, 32, -0.0351537, -0.814927, 16, -0.47479, 0.0745861
0.12, 1.0005, 4.03084, -2.03134, 0.0518997, 0.703074, 16, 0.0521553, 0.962733, 16, -0.0526667, -1.19443, -32, -0.388157, 0.370018
0.14, 1.00069, 4.03075, -2.03143, 0.0752929, 1.24236, 0, 0.0755486, 1.22239, 16, -0.0758042, -1.23438, -16, -0.0449687, 0.229614
0.16, 1.0009, 4.03064, -2.03154, 0.100604, 1.54197, 16, 0.101115, 1.66181, 32, -0.103032, -1.2943, 0, 0.452402, -0.200425
0.18, 1.00113, 4.03052, -2.03166, 0.130644, 1.64184, 0, 0.132689, 1.8216, 0, -0.134862, -1.43411, 16, 0.764038, -0.198921
0.2, 1.0014, 4.03039, -2.03179, 0.166693, 1.72173, -16, 0.165414, 2.18113, 16, -0.168994, -2.07327, 0, 0.743797, 0.185947
0.22, 1.00169, 4.03024, -2.03194, 0.204275, 2.34092, 0, 0.204531, 1.88152, 32, -0.208238, -2.13319, 0, 0.993413, 0.348242
0.24, 1.00202, 4.03008, -2.0321, 0.247227, 2.18113, 16, 0.247738, 2.06129, 16, -0.251062, -2.15317, -32, 1.78512, -0.071235
0.26, 1.00237, 4.02991, -2.03227, 0.29478, 2.6605, 0, 0.295547, 2.48073, 16, -0.298487, -2.41282, 16, -357.644, -0.485424
0.28, 1.00274, 4.02972, -2.03246, 0.344634, 2.74039, 0, 0.345018, 2.64052, 48, -0.350387, -2.57261, -16, -357.556, -0.282305
0.3, 1.00315, 4.02951, -2.03266, 0.398835, 2.92016, -16, 0.401775, 2.76037, 48, -0.405354, -2.87222, 16, -357.216, 0.0457555
0.32, 1.00358, 4.0293, -2.03288, 0.457893, 3.15984, -32, 0.458405, 3.09992, 32, -0.463518, -3.59127, 0, -356.495, -0.0145381
0.34, 1.00405, 4.02906, -2.03311, 0.520914, 3.17981, -16, 0.521937, 3.51937, 32, -0.52705, -3.07196, -16, -355.923, -0.342729
0.36, 1.00454, 4.02882, -2.03335, 0.580867, 2.72042, 0, 0.588793, 3.63921, 48, -0.595057, -3.69114, 0, -355.684, -0.529867
0.38, 1.00505, 4.02856, -2.03361, 0.63788, 2.6605, 16, 0.659867, 3.83895, 32, -0.665492, -3.53135, 0, -355.393, -0.336952
0.4, 1.0056, 4.02829, -2.03389, 0.690164, 2.44079, 16, 0.731453, 3.95879, 48, -0.739634, -3.47143, -16, -354.785, -0.127524
0.42, 1.00617, 4.028, -2.03417, 0.739251, 2.46076, 0, 0.814288, 3.65918, 64, -0.821702, -3.77104, -32, -354.309, -0.310145
0.44, 1.00678, 4.0277, -2.03447, 0.783864, 2.02134, 0, 0.898274, 4.05866, 32, -0.904921, -4.21046, 0, -354.069, -0.569346
0.46, 1.00741, 4.02738, -2.03479, 0.824515, 1.88152, 0, 0.985199, 4.63789, 32, -0.992997, -4.09062, 16, -353.609, -0.514033
0.48, 1.00806, 4.02705, -2.03511, 0.86133, 2.14118, -16, 1.07622, 4.43816, 48, -1.08299, -4.35027, 0, -353.018, -0.428496
0.5, 1.00875, 4.0267, -2.03545, 0.890859, 1.38218, 32, 1.17056, 5.17718, 48, -1.17043, -4.51006, 80, -352.572, -0.385176
0.52, 1.00946, 4.02635, -2.03581, 0.92205, 1.1425, 0, 1.26822, 4.91753, 64, -1.24828, -4.43017, 0, -352.199, -0.459682
0.54, 1.01021, 4.02597, -2.03618, 0.947872, 1.48205, -16, 1.37291, 5.28904, 64, -1.32856, -3.5713, 16, -351.789, -0.634201
0.56, 1.01098, 4.02559, -2.03656, 0.965769, 0.962733, -16, 1.47914, 5.55669, 96, -1.40142, -3.39154, 0, -351.298, -0.488508
0.58, 1.01177, 4.02518, -2.03696, 0.984049, 0.942759, 0, 1.58767, 5.317, 48, -1.4684, -3.15185, 16, -350.828, -0.342714
0.6, 1.0126, 4.02477, -2.03737, 0.99696, 0.643153, 0, 1.70528, 5.73645, 112, -1.53641, -3.03201, 0, -350.535, -0.599302
0.62, 1.01345, 4.02434, -2.03779, 1.00693, 0.343548, 0, 1.82608, 5.93619, 96, -1.59866, -2.63253, 0, -350.14, -0.778263
0.64, 1.01434, 4.0239, -2.03823, 1.01243, 0.363521, 16, 1.94828, 6.49545, 112, -1.65632, -2.95211, 16, -349.473, -0.626387
0.66, 1.01525, 4.02344, -2.03868, 1.01524, 0.123837, 0, 2.0765, 6.87495, 112, -1.70822, -2.31296, -32, -348.996, -0.598035
0.68, 1.01618, 4.02296, -2.03915, 1.01613, 0.143811, 32, 2.19615, 6.19584, 96, -1.75807, -2.25303, 0, -348.852, -0.727614
0.7, 1.01715, 4.02248, -2.03963, 1.0169, 0.0838896, 0, 2.31644, 5.83632, 112, -1.80358, -2.01335, 32, -348.455, -0.750801
0.72, 1.01814, 4.02198, -2.04012, 1.01754, 0.0838896, 32, 2.43046, 5.71647, 144, -1.84512, -1.2943, 0, -347.821, -0.607691
0.74, 1.01917, 4.02146, -2.04063, 1.01907, 0.103863, 0, 2.54245, 5.45682, 144, -1.88283, -1.56594, 0, -347.451, -0.554072
0.76, 1.02022, 4.02093, -2.04115, 1.01933, 0.0639159, 32, 2.65034, 4.9375, 128, -1.91633, -1.19443, -32, -347.178, -0.726629
0.78, 1.02129, 4.02039, -2.04168, 1.02048, 0.263653, 16, 2.75145, 5.27705, 160, -1.94585, -1.45409, 0, -346.688, -0.731922
0.8, 1.0224, 4.01983, -2.04223, 1.02214, 0.3036, 32, 2.85244, 5.13724, 128, -1.97155, -0.834901, -32, -346.068, -0.450116
0.82, 1.02353, 4.01925, -2.04279, 1.02304, -0.0759001, 16, 2.94588, 4.63789, 160, -1.99366, -0.77498, 0, -345.723, -0.347473
0.84, 1.0247, 4.01867, -2.04336, 1.02368, 0.0838896, 0, 3.0383, 3.85892, 192, -2.01207, -1.17445, 0, -345.633, -0.430945
0.86, 1.02589, 4.01806, -2.04395, 1.02508, 0.143811, 0, 3.12523, 4.45813, 176, -2.02677, -0.595216, 32, -345.227, -0.210873
0.88, 1.0271, 4.01745, -2.04455, 1.02662, 0.103863, 0, 3.20883, 4.1785, 160, -2.03725, -0.415453, 32, -344.787, 0.2627
0.9, 1.02835, 4.01681, -2.04516, 1.02789, -0.0559264, 16, 3.28732, 4.33829, 128, -2.04441, -0.0359527, 16, -344.84, 0.910091
0.92, 1.02962, 4.01617, -2.04579, 1.02853, 0.0838896, -16, 3.35788, 3.73908, 144, -2.0462, -0.0559264, -32, -345.349, 1.9137
0.94, 1.03093, 4.01551, -2.04643, 1.03096, -0.015979, 0, 3.42909, 3.23974, 176, -2.04646, 0.0439422, 0, -345.893, 3.26011
0.96, 1.03226, 4.01483, -2.04709, 1.03122, 0.0838896, 16, 3.4962, 2.82029, 176, -2.04697, -0.295611, -48, -346.037, 4.67912
0.98, 1.03361, 4.01414, -2.04776, 1.03301, 0.183758, 0, 3.56229, 2.88021, 176, -2.04799, -0.155795, -16, -345.966, 5.67503
1, 1.035, 4.01344, -2.04844, 1.03467, 0.103863, 16, 3.61853, 3.25971, 160, -2.04838, -0.115847, 16, -345.893, 5.93579
1.02, 1.03641, 4.01272, -2.04913, 1.03518, 0.0639159, 32, 3.67299, 2.62055, 160, -2.04901, -0.135821, 0, -345.683, 5.76752
1.04, 1.03786, 4.01198, -2.04984, 1.03684, -0.0359527, 0, 3.72399, 2.22108, 176, -2.04953, 0.0439422, -48, -345.088, 5.74408
1.06, 1.03933, 4.01123, -2.05056, 1.03902, 0.183758, 0, 3.76797, 2.04131, 192, -2.05132, -0.195742, 16, -344.327, 5.98328
1.08, 1.04082, 4.01047, -2.05129, 1.04042, 0.143811, 16, 3.81552, 2.36089, 144, -2.05157, 0.0439422, -16, -343.984, 6.22156
1.1, 1.04235, 4.00969, -2.05204, 1.04221, 0.123837, 16, 3.85259, 1.94144, 176, -2.0517, 0.0439422, -16, -344.095, 6.40552
1.12, 1.0439, 4.0089, -2.0528, 1.0426, 0.0639159, 16, 3.88506, 1.72173, 176, -2.05157, 0.0439422, 0, -343.971, 6.68873
1.14, 1.04548, 4.00809, -2.05358, 1.04502, 0.383495, -16, 3.91434, 1.74171, 208, -2.054, 0.123837, 0, -343.331, 7.05655
1.16, 1.04709, 4.00727, -2.05436, 1.04656, 0.0838896, 16, 3.94374, 0.84289, 176, -2.05374, 0.0639159, 0, -342.696, 7.27916
1.18, 1.04873, 4.00643, -2.05516, 1.04694, 0.223706, 16, 3.96636, 1.24236, 160, -2.05413, -0.115847, 0, -342.308, 7.30041
1.2, 1.0504, 4.00558, -2.05597, 1.05065, 0.243679, -16, 3.98285, 0.862864, 176, -2.0563, 0.00399474, 0, -342.098, 7.20946
1.22, 1.05209, 4.00471, -2.0568, 1.05129, 0.0838896, 0, 3.9964, 0.0838896, 192, -2.05656, 0.0439422, -32, -341.751, 7.20967
1.24, 1.05381, 4.00382, -2.05764, 1.05269, 0.323574, 16, 4.01123, 0.982706, 160, -2.05732, -0.155795, -16, -341.042, 7.46014
1.26, 1.05556, 4.00293, -2.05849, 1.05448, 0.103863, -16, 4.01379, -0.015979, 192, -2.05822, -0.175769, 16, -340.35, 7.77709
1.28, 1.05734, 4.00201, -2.05935, 1.05666, 0.163784, 16, 4.01635, 0.403469, 176, -2.06001, -0.015979, -48, -339.981, 7.91279
1.3, 1.05915, 4.00108, -2.06023, 1.05857, 0.143811, 32, 4.01929, -0.0359527, 176, -2.06001, 0.0639159, 32, -339.833, 7.88313
1.32, 1.06098, 4.00014, -2.06112, 1.05998, 0.3036, 0, 4.0189, 0.0239684, 96, -2.06014, 0.0239684, 16, -339.479, 7.96269
1.34, 1.06284, 3.99918, -2.06202, 1.06279, 0.123837, -16, 3.99909, -1.37419, 64, -2.06269, -0.0958738, -48, -338.603, 8.21846
1.36, 1.06473, 3.9982, -2.06294, 1.06292, 0.0639159, 16, 3.99282, 0.0239684, 32, -2.06295, 0.0439422, 16, -337.563, 8.52779
1.38, 1.06665, 3.99721, -2.06386, 1.06535, 0.383495, -16, 3.99282, 0.203732, 32, -2.06308, 0.0439422, -48, -337.299, 8.51809
1.4, 1.0686, 3.99621, -2.0648, 1.06778, -0.015979, 0, 3.99282, 0.0639159, 64, -2.06448, -0.175769, -16, -337.745, 8.24513
1.42, 1.07057, 3.99519, -2.06576, 1.06918, 0.3036, 0, 3.99308, 0.0639159, 80, -2.06576, 0.0439422, 0, -337.699, 8.28441
1.44, 1.07257, 3.99415, -2.06672, 1.07212, 0.123837, 0, 3.99346, 0.0639159, 128, -2.0664, 0.00399474, -48, -336.952, 8.63456
1.46, 1.0746, 3.9931, -2.0677, 1.07328, -0.015979, 16, 3.99397, 0.0838896, 128, -2.06729, 0.00399474, -48, -336.533, 8.73881
1.48, 1.07666, 3.99203, -2.06869, 1.07545, 0.323574, 0, 3.9941, 0.0639159, 128, -2.06832, 0.143811, -16, -336.921, 8.45037
1.5, 1.07874, 3.99095, -2.06969, 1.07813, 0.183758, 0, 3.9941, 0.0639159, 80, -2.06998, -0.0359527, 0, -337.188, 8.28809
1.52, 1.08086, 3.98985, -2.07071, 1.07992, 0.123837, 32, 3.99397, 0.0439422, 80, -2.071, -0.155795, 0, -336.869, 8.42305
1.54, 1.083, 3.98874, -2.07174, 1.08171, 0.343548, 0, 3.99308, -0.175769, 48, -2.07113, 0.0439422, 16, -336.513, 8.56587
1.56, 1.08517, 3.98761, -2.07278, 1.08414, 0.123837, 16, 3.98464, -0.115847, 32, -2.07241, -0.195742, -32, -336.612, 8.49439
1.58, 1.08736, 3.98646, -2.07383, 1.08567, 0.123837, 16, 3.98375, 0.00399474, 32, -2.07394, 0.163784, -32, -337.03, 8.28977
1.6, 1.08959, 3.9853, -2.07489, 1.08938, 0.0439422, -16, 3.98362, 0.0439422, 16, -2.07458, 0.0239684, 16, -337.078, 8.32361
1.62, 1.09184, 3.98412, -2.07597, 1.09015, 0.103863, 0, 3.98362, 0.0639159, 32, -2.0756, 0.00399474, -32, -336.815, 8.4917
1.64, 1.09412, 3.98293, -2.07705, 1.09258, 0.3036, -16, 3.98362, 0.0639159, 32, -2.07714, 0.143811, 0, -336.779, 8.52516
1.66, 1.09643, 3.98172, -2.07816, 1.09565, 0.163784, 0, 3.98285, 0.00399474, 32, -2.07842, -0.015979, 0, -337.1, 8.32677
1.68, 1.09877, 3.9805, -2.07927, 1.09667, 0.283627, 0, 3.97953, 0.0639159, 16, -2.07867, 0.0439422, -32, -337.459, 7.94493
1.7, 1.10114, 3.97926, -2.08039, 1.10089, 0.0639159, 32, 3.97915, 0.0239684, 32, -2.07944, -0.135821, -16, -337.347, 7.74422
