0.02,22.0814,-3.86688,0.401633,96,1.17,172.07
0.04,22.1091,-3.37476,25.0179,16,1.18,172.04
0.06,22.1359,-2.98587,23.6575,16,1.66,181.37
0.08,21.6916,-2.54185,21.7141,16,1.69,182.49
0.1,21.6961,-1.98879,22.038,32,1.73,184.06
0.12,21.6894,-1.67618,22.4915,0,1.85,190.58
0.14,21.6013,-1.2247,23.3336,0,1.81,190.27
0.16,21.6719,-0.655051,23.0097,-16,1.79,190.06
0.18,21.721,-0.359449,21.7789,16,1.13,183.35
0.2,22.4085,0.0750407,21.455,0,0.78,182.32
0.22,22.7845,0.601155,22.3619,0,0.58,175.26
0.24,23.0089,0.935314,19.8355,16,0.52,177.81
0.26,23.0917,1.37685,21.3254,16,2.4,182.91
0.28,21.2328,1.96764,20.872,16,2.24,180.27
0.3,21.4122,2.19028,20.8072,32,2.01,177.3
0.32,21.6599,2.59782,21.1959,16,1.69,184.24
0.34,21.996,3.15751,21.7789,32,1.9,182.59
0.36,21.8003,3.44855,20.7424,32,2.39,179.34
0.38,21.323,3.85734,20.4833,64,2.93,167.62
0.4,20.794,4.32583,18.5399,48,2.73,168.91
0.42,21.0034,4.6575,21.1959,48,2.76,173.58
0.44,20.9812,5.04099,18.4104,32,0.87,187.11
0.46,22.8775,5.64961,22.2971,48,0.68,189.53
0.48,23.0722,5.89878,21.3902,48,0.53,205.53
0.5,23.2255,6.33451,20.5481,48,1.78,356.71
0.52,21.9774,6.87472,21.0663,64,1.98,358.82
0.54,21.778,7.16908,21.455,80,2.3,1.09
0.56,21.4573,7.58325,19.4468,96,4.86,0.95
0.58,18.8953,8.06874,17.1148,64,5.07,0.85
0.6,18.6823,8.29759,17.1795,96,5.36,1.02
0.62,18.3882,8.62968,16.5965,112,7.73,358.71
0.64,16.0132,9.01193,16.2726,96,7.79,358.61
0.66,15.9472,9.25363,14.1349,112,7.83,358.34
0.68,15.9004,9.54758,13.228,96,10.41,358.62
0.7,13.3129,9.89666,12.7745,96,10.68,358.53
0.72,13.0348,10.0662,12.8393,128,10.93,358.55
0.74,12.7761,10.3195,12.5154,112,13.99,356.21
0.76,9.70685,10.5546,9.79467,96,14.48,356.46
0.78,9.20723,10.701,8.04562,96,14.98,356.81
0.8,8.69728,10.8539,8.69342,112,16.88,357.66
0.82,6.78706,11.0335,6.10224,128,17.32,357.65
0.84,6.33665,11.1023,5.71356,112,17.65,357.39
0.86,5.99611,11.2242,6.49091,128,19.31,358.07
0.88,4.32552,11.3307,2.79848,112,19.65,358.01
0.9,3.97493,11.3647,2.15068,96,19.91,357.82
0.92,3.70439,11.4095,3.12238,112,21.3,356.86
0.94,2.30397,11.4514,0.466413,96,21.74,357.04
0.96,1.85369,11.4551,0.531193,112,22.23,357.27
0.98,1.3536,11.4576,0.272074,96,23.97,356.85
1,-0.396254,11.4584,0.207295,112,24.28,356.64
1.02,-0.715856,11.4584,0.207295,128,24.43,357.06
1.04,-0.875174,11.4584,0.207295,96,25.34,357.74
1.06,-1.79419,11.4584,0.142515,96,25.5,357.85
1.08,-1.9629,11.458,0.142515,96,25.62,357.85
1.1,-2.09129,11.458,0.142515,80,26.16,358.5
1.12,-2.63935,11.4576,0.142515,64,26.26,358.5
1.14,-2.7471,11.4572,0.142515,64,26.4,358.6
1.16,-2.89454,11.4563,0.660752,48,26.77,358.63
1.18,-3.27169,11.4389,-2.57823,48,26.86,358.64
1.2,-3.36857,11.4132,-2.38389,16,26.87,358.58
1.22,-3.3852,11.3639,-3.03168,16,27.01,358.4
1.24,-3.5316,11.271,-2.90213,32,27,358.33
1.26,-3.52781,11.2213,-2.38389,32,26.99,358.28
1.28,-3.52388,11.1479,-4.13294,48,27.36,359.04
1.3,-3.89983,11.026,-5.10463,16,27.44,359.18
1.32,-3.98571,10.9729,-4.19772,-16,27.5,359.28
1.34,-4.05156,10.8892,-4.78073,32,27.58,359.87
1.36,-4.13744,10.7984,-4.06816,16,27.56,359.9
1.38,-4.12338,10.7275,-4.52162,32,27.53,359.93
1.4,-4.09945,10.6417,-3.9386,48,27.6,359.74
1.42,-4.17568,10.5185,-4.19772,0,27.74,359.82
1.44,-4.32214,10.4692,-4.78073,48,27.79,359.79
1.46,-4.37887,10.3763,-5.29897,32,27.74,359.58
1.48,-4.33592,10.2561,-5.23419,32,27.75,359.67
1.5,-4.35334,10.1798,-5.03985,32,27.62,359.78
1.52,-4.23118,10.1052,-3.54992,16,27.12,359.53
1.54,-3.73948,9.99285,-3.80904,32,26.98,359.52
1.56,-3.60829,9.94102,-3.09646,0,26.76,359.46
1.58,-3.39764,9.8693,-3.09646,0,26.39,359.3
1.6,-3.03756,9.78265,-4.06816,16,26.21,359.31
1.62,-2.8681,9.73331,-2.96691,16,25.99,359.41
1.64,-2.65928,9.68564,-1.54175,32,25.94,359.92
1.66,-2.62113,9.60479,-4.45684,16,25.82,359.93
1.68,-2.51365,9.56002,-2.51345,32,25.66,0.03
1.7,-2.36687,9.50612,-2.51345,48,25.15,0.65
1.72,-1.8708,9.4543,-2.25433,48,25.2,0.66
1.74,-1.93544,9.4344,-1.34742,32,25.21,0.72
1.76,-1.96078,9.38672,-0.958738,16,24.7,0.74
1.78,-1.46683,9.33697,-2.12477,32,24.71,0.75
1.8,-1.49356,9.31292,-0.69962,16,24.76,0.68
1.82,-1.56097,9.28514,-1.47697,16,23.93,0.58
1.84,-0.749011,9.25612,-2.51345,16,24.12,0.56
1.86,-0.957671,9.23664,0.207295,16,24.28,0.58
1.88,-1.13691,9.22834,-0.375722,16,23.6,0.59
