0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
0,0,0,0,0,0,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
-0.0127168,0.0554133,-0.00861674,-0.0621189,0.0548778,-0.059973,1,
