0.02,13.15,-0.757869,14.0701,0,1.71
0.04,13.24,-0.533577,13.9406,16,0.71
0.06,14.26,-0.186151,14.0053,16,0.49
0.08,14.49,0.0257045,12.8393,0,1.87
0.1,13.15,0.338305,12.1267,0,2.63
0.12,12.37,0.52487,12.3211,0,1.69
0.14,13.35,0.771965,12.9041,-32,3.24
0.16,11.73,1.0087,11.6085,16,4.72
0.18,10.25,1.21599,9.47078,0,4.36
0.2,10.67,1.41168,10.2481,16,5.26
0.22,9.78,1.61275,9.0821,32,6.73
0.24,8.29,1.76408,6.62047,32,6.04
0.26,8.94,1.91499,8.17518,16,6.62
0.28,8.39,2.04517,6.75003,32,8.03
0.3,6.93,2.20852,5.9079,64,6.97
0.32,8,2.32709,7.98085,48,7.11
0.34,7.93,2.52485,8.30474,16,8.42
0.36,6.56,2.62684,4.28841,32,7.58
0.38,7.38,2.7081,6.75003,32,7.39
0.4,7.65,2.89383,7.46261,48,9.04
0.42,5.95,2.98919,5.51922,48,8.71
0.44,6.31,3.12559,5.45444,48,8.84
0.46,6.19,3.23131,6.29658,48,10.6
0.48,4.39,3.34408,3.89973,48,10.44
0.5,4.56,3.42036,4.67709,16,9.84
0.52,5.11,3.53272,4.28841,32,11.36
0.54,3.62,3.58122,2.66892,64,11.31
0.56,3.7,3.6231,3.51105,64,10.34
0.58,4.62,3.72384,5.00098,64,11.35
0.6,3.6,3.80676,4.67709,16,10.94
0.62,4.07,3.88014,2.92804,32,10.32
0.64,4.66,3.93943,5.13054,80,11.61
0.66,3.36,4.00328,1.56767,64,11.69
0.68,3.26,4.06463,2.53936,48,10.96
0.7,4.05,4.11729,4.67709,48,12.4
0.72,2.56,4.19357,2.47458,16,13.55
0.74,1.45,4.22342,0.0777355,48,12.6
0.76,2.4,4.24871,2.86326,32,13.59
0.78,1.4,4.28768,0.660752,32,14.85
0.8,0.17,4.28893,0.272074,32,13.02
0.82,1.99,4.28934,0.207295,64,12.99
0.84,2.01,4.29556,1.63245,64,14.03
0.86,0.98,4.32624,1.50289,48,12.58
0.88,2.46,4.38387,4.9362,32,11.78
