0,0,0,1,
0,0,0,1,
0,0,0,1,
0.0318618,-0.0230969,0.0342657,1,
0.0318618,-0.0230969,0.0342657,1,
0.0318618,-0.0230969,0.0342657,1,
0.056132,0.0278368,0.00445358,1,
0.056132,0.0278368,0.00445358,1,
0.0558401,0.02726,0.00457622,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0517116,0.019102,0.00399644,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0537769,0.0454633,-0.243208,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0209685,0.025631,-0.769191,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
0.0047914,-0.0133654,-0.883073,1,
-0.0203724,-0.152535,-0.908116,1,
-0.0203724,-0.152535,-0.908116,1,
-0.0203724,-0.152535,-0.908116,1,
-0.0203724,-0.152535,-0.908116,1,
-0.00930013,-0.0854167,-0.891647,1,
-0.00930013,-0.0854167,-0.891647,1,
-0.0136763,-0.122704,-0.877731,1,
-0.0136763,-0.122704,-0.877731,1,
-0.020569,-0.163631,-0.867855,1,
-0.020569,-0.163631,-0.867855,1,
-0.020569,-0.163631,-0.867855,1,
-0.0223378,-0.172146,-0.868076,1,
-0.0223378,-0.172146,-0.868076,1,
-0.0223378,-0.172146,-0.868076,1,
-0.0223378,-0.172146,-0.868076,1,
-0.0208198,-0.163443,-0.867179,1,
-0.0217565,-0.170911,-0.863851,1,
-0.0217565,-0.170911,-0.863851,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.0210897,-0.167509,-0.863559,1,
-0.020671,-0.166064,-0.863293,1,
-0.0200654,-0.162937,-0.864101,1,
-0.0200654,-0.162937,-0.864101,1,
-0.0200654,-0.162937,-0.864101,1,
-0.0200654,-0.162937,-0.864101,1,
-0.0200654,-0.162937,-0.864101,1,
-0.0191017,-0.155499,-0.867051,1,
-0.0191017,-0.155499,-0.867051,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0186758,-0.151116,-0.869402,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0181233,-0.148886,-0.869117,1,
-0.0179882,-0.148574,-0.869039,1,
-0.0179882,-0.148574,-0.869039,1,
-0.0179882,-0.148574,-0.869039,1,
-0.0179882,-0.148574,-0.869039,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0178525,-0.148457,-0.868853,1,
-0.0174315,-0.133932,-0.880016,1,
-0.0174315,-0.133932,-0.880016,1,
-0.0174315,-0.133932,-0.880016,1,
-0.0174315,-0.133932,-0.880016,1,
-0.0174923,-0.134726,-0.879564,1,
-0.0174923,-0.134726,-0.879564,1,
-0.0174923,-0.134726,-0.879564,1,
-0.0176831,-0.135222,-0.879823,1,
-0.0176831,-0.135222,-0.879823,1,
-0.0176831,-0.135222,-0.879823,1,
